kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
堂,トウ,トウ|ドウ,,ドウ,,ぎじどう|こうどう|しょくどう|どうどう,◆賓客の接待や重要な行事などに使われる最も正式な建物、高く大きな建物、重要な建物、どちらも南向きで前が大きく開けているものをいう◆政(まつりごと)や祭礼を行うための高く大きな建物、また広い部屋◆大きく立派で威厳のあるさま◆「北堂(ホクドウ)」◇母、母親、主(あるじ)は主殿(南に大きく開けた建物)に住み、母(主婦)はその北側の建物に住んだことから◇他人の母(はは)を指す尊敬語◆「堂上(ドウジョウ)」◇目上の人が住むところ、またそこに住む人◇父母が住むところ、父母◇[日]宮中で昇殿を許された人,ソ丷ハ八小ワ冖龸冂口冋尙尚土堂,土,尚,33,3,8,11,tang,tang2,t,ang2,2,-ng,0,none,4,"[{""word"": ""食堂"", ""kana"": ""しょくどう""}, {""word"": ""講堂"", ""kana"": ""こうどう""}, {""word"": ""議事堂"", ""kana"": ""ぎじどう""}, {""word"": ""堂々"", ""kana"": ""どうどう""}]",定,舌,全濁,唐,宕,,開,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""唐"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
堅,ケン,ケン,かた・い,,かた・い,かたい|ぎりがたい|てがたい,◆しっかりしている、しっかりしていて揺(ゆ)るがない、また緩(ゆる)まない¶「固」「硬」,匚コ巨臣ヌ又臤土堅,土,臤,33,3,9,12,jian,jian1,j,ian1,1,-n,0,none,3,"[{""word"": ""堅い"", ""kana"": ""かたい""}, {""word"": ""義理堅い"", ""kana"": ""ぎりがたい""}, {""word"": ""手堅い"", ""kana"": ""てがたい""}]",見,牙,全清,先,山,,開,平,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""先"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
堤,テイ,テイ|タイ,つつみ,,つつみ,つつみ,◆川・湖・海の水が溢(あふ)れ出てくることを防ぐために土や石を高く盛ったところ、土手、同「隄」「碮」、「堤防(テイボウ)」◆瓶(ビン、かめ)などの底の平らな部分、「【淮南鴻烈解:卷第十四:詮言訓】瓶甌有堤(是瓶甌下安也)」,土日一上止龰𤴓是堤,土,是,33,3,9,12,di,di1,d,i1,1,none,1,-k,1,"[{""word"": ""堤"", ""kana"": ""つつみ""}]",常,齒,全濁,支,止,,開,平,0,,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",3,gy,"[""呉/漢異"", ""通用"", ""通用""]","{""initial"": ""常"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""常"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
堪,カン,カン|コン|タン,た・える|こた・える|こら・える,タン,た・える|こら・える,こらえる|たんのう,◆耐え難いこと(困難・重圧・攻撃・誘惑・欲求・苦痛など)に耐える、困難や苦難に耐えてそれを乗り越える、我慢する◆土地が高く突き出ているさま、「【說文解字:土部:堪】地突也」,土甘目匚一ノ丿Ｌ乚儿兀匹甚堪,土,甚,33,3,9,12,kan,kan1,k,an1,1,-n,0,none,2,"[{""word"": ""堪える"", ""kana"": ""こらえる""}, {""word"": ""堪能"", ""kana"": ""たんのう""}]",溪,牙,次清,覃,咸,,,平,0,,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""覃"", ""rhyme_category"": ""咸"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
報,ホウ,ホウ|ホ,むく・い|むく・いる|しら・せ,ホウ|ホ,むく・い|むく・いる,こうほう|じょうほう|つうほう|てんきよほう|でんぽう|ほうこく|ほうしゅう|ほうじる|ほうれんそう|むくいる|むくう|よほう|ろうほう,◆相手から受けた物事に対して相応(ソウオウ)の物事で返す、相手に与えた物事に対して相応の物事が返ってくる、罪科の程度に相応する罰を与える(「罪を犯せば相応の罰が返ってくる」の意)◆受けた命令や指示の結果を伝える、回答する、返答する◆しら・せ、知らせる、伝える,土ソ丷一䒑二十干𢆉幸Ｉ｜丨フ𠃌卩ヌ又𠬝報,土,,33,3,9,12,bao,bao4,b,ao4,4,none,0,none,13,"[{""word"": ""情報"", ""kana"": ""じょうほう""}, {""word"": ""天気予報"", ""kana"": ""てんきよほう""}, {""word"": ""電報"", ""kana"": ""でんぽう""}, {""word"": ""報告"", ""kana"": ""ほうこく""}, {""word"": ""法蓮草/報連相"", ""kana"": ""ほうれんそう""}, {""word"": ""予報"", ""kana"": ""よほう""}, {""word"": ""広報"", ""kana"": ""こうほう""}, {""word"": ""通報"", ""kana"": ""つうほう""}, {""word"": ""報酬"", ""kana"": ""ほうしゅう""}, {""word"": ""報じる"", ""kana"": ""ほうじる""}]",幫,脣,全清,豪,效,,,去,0,,"[{""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": ""博秏"", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
場,チョウ,チョウ|ジョウ,ば,チョウ|ジョウ,ば,あしば|いちば|うりば|うんどうじょう|かいじょう|げきじょう|げんば|こうじょう|こうじょうちょう|さかば|しきじょう|しじょう|しゅつじょう|しょくば|じょじょう|そうば|そのば|たちば|ちゅうしゃじょう|とうじょう|どうじょう|どたんば|にゅうじょう|のうじょう|ば|ばあい|ばあたり|ばしょ|ばちがい|ばめん|ひこうじょう|ひろば|ふみば|ほんば|ぼくじょう|まんじょう|らいじょう,◆(日当たりのよい、収穫した穀物の乾燥・脱穀などをする、また多くの人やものが集まる)広く平らなところ、「広場」、同「塲」◆一段と高くし上を平らに作ったところ、台状になっているところ、「壇場(ダンジョウ)」◆祭事や行事が行われるところ、人が集まるところ、同「㙊」、「会場」「市場」◆ところ、所、「場所」◆アリ(蟻)やモグラ(土竜)などが作った土盛り、同「𤳈」、「【集韻:卷三:平聲:陽第十:塲場𤳈𧐀】方言蚍蜉犂鼠之塲謂之坁塲一曰浮壤或作場𤳈𧐀」,土日一旦万ノ丿𠃌勹２３勿昜場,土,昜,33,3,9,12,chang,chang3,ch,ang3,3,-ng,0,none,37,"[{""word"": ""売り場"", ""kana"": ""うりば""}, {""word"": ""運動場"", ""kana"": ""うんどうじょう""}, {""word"": ""会場"", ""kana"": ""かいじょう""}, {""word"": ""工場"", ""kana"": ""こうじょう""}, {""word"": ""工場長"", ""kana"": ""こうじょうちょう""}, {""word"": ""駐車場"", ""kana"": ""ちゅうしゃじょう""}, {""word"": ""場合"", ""kana"": ""ばあい""}, {""word"": ""場所"", ""kana"": ""ばしょ""}, {""word"": ""飛行場"", ""kana"": ""ひこうじょう""}, {""word"": ""市場"", ""kana"": ""いちば""}]",澄,舌,全濁,陽,宕,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
塊,カイ,カイ|ケ,かたまり|くれ,カイ,かたまり,かたまり|だんかい,◆かたまり、土の固まり、元はばらばらなものが固まって一つになったもの、ばらばらなものが纏(まと)まって一つになったもの◆周りとはちがってそこだけ、一つだけ、一人だけ,土ノ田甶Ｌ乚儿ム厶鬼塊,土,鬼,33,3,10,13,kuai,kuai4,k,uai4,4,none,0,none,2,"[{""word"": ""塊"", ""kana"": ""かたまり""}, {""word"": ""団塊"", ""kana"": ""だんかい""}]",溪,牙,次清,灰,蟹,,,去,0,,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
塗,ト,ト|ズ,ぬ・る|まみ・れる,,ぬ・る,ぬる,◆泥(どろ)◆ものの表面に泥や絵具などの粘土状のものを平らに延ばすようにして付着させる、また付着させて平らにする、また付着させて表面を覆う、同簡「涂」◆泥で汚(よご)す、汚(けが)す◆平らに均(なら)した道、同「途」◆簡「涂」,シ氵人𠆢二小余涂土塗,土,涂,33,3,10,13,tu,tu2,t,u2,2,none,1,-k,1,"[{""word"": ""塗る"", ""kana"": ""ぬる""}]",定,舌,全濁,模,遇,,,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""二"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
塞,ソク,ソク|サイ,ふさ・ぐ,,ふさ・ぐ,ふさがる|ふさぐ,◆隙間を埋める、空いている所に物を詰め込む、同「窒」◆ぎっしりと詰める、満たす◆隙間を埋めて行き来ができないようにする◆(道を塞いで外敵の侵入を防ぐための)砦◆険要(ケンヨウ)の地,ウ宀三十𠀎ハ八𡨄土塞,土,𡨄,33,3,10,13,sai,sai1,s,ai1,1,none,0,none,2,"[{""word"": ""塞がる"", ""kana"": ""ふさがる""}, {""word"": ""塞ぐ"", ""kana"": ""ふさぐ""}]",心,齒,全清,咍,蟹,,,去,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""登"", ""rhyme_category"": ""曾"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
塩,エン,エン,しお,エン,しお,えんぶん|しお|しおからい|しょくえん,◆海水などに含まれる苦く辛い成分が結晶化したもの、土中の塩分が結晶化した天然のものは「鹵」◆五味(甘・酸・鹹・苦・辛)の一つ,土ノ丿一𠂉口皿塩,土,10塩-土,33,3,10,13,yan,yan2,y,an2,2,-n,0,none,4,"[{""word"": ""塩"", ""kana"": ""しお""}, {""word"": ""塩辛い"", ""kana"": ""しおからい""}, {""word"": ""塩分"", ""kana"": ""えんぶん""}, {""word"": ""食塩"", ""kana"": ""しょくえん""}]",以,喉,次濁,鹽,咸,,,平,0,,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鹽"", ""rhyme_category"": ""咸"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
塵,チン,チン|ジン,ちり|ごみ,ジン,ちり|ごみ,ごみ|ちりがみ|ちりとり|みじんも,◆ちり、風などによって宙に舞い上がる細かい土や砂など、「塵埃(ジンアイ)」、同「埃」「𪋻」「𡒲」「𦧄」「𡐪」◆ものに纏わり付く穢(けが)れ、汚(よご)れ、穢れた、不浄(フジョウ)な◆さまざまな柵(しがらみ、纏わり付いて行いや考えを妨げようとするものやこと)から逃(のが)れられない世、俗世、世俗◆10の-9乗 ◆[日]ごみ、役に立たないもの、使わなくなって捨てるもの,广コノ丿ヒ𠤎匕２比鹿土塵,土,鹿,33,3,11,14,chen,chen2,ch,en2,2,-n,0,none,4,"[{""word"": ""塵/芥"", ""kana"": ""ごみ""}, {""word"": ""塵紙"", ""kana"": ""ちりがみ""}, {""word"": ""塵取り"", ""kana"": ""ちりとり""}, {""word"": ""微塵も"", ""kana"": ""みじんも""}]",澄,舌,全濁,眞,臻,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
塾,シュク,シュク|ジュク,,ジュク,,じゅく,◆門の両側にある建物、主君に謁見する前に衣服を改めたり作法・次第などを確認するための控えの建物であったようである、同「𨷙」、「【古今注:卷上:都邑第二】塾門外之舍也臣來朝君至門外當就舍更衣熟詳所應對之事」◆個人が自宅で教授するところ、「【禮記:學記】古之教者家有塾黨有庠術有序國有學[†「庠」「序」「學」はいずれも学校†]」,亠口了亨子享ノ丿⺄九、丶丸孰土塾,土,孰,33,3,11,14,shu,shu2,sh,u2,2,none,1,-k,1,"[{""word"": ""塾"", ""kana"": ""じゅく""}]",常,齒,全濁,東,通,三,,入,1,ク,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": ""三"", ""rhyme"": ""東"", ""rhyme_category"": ""通"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""東"", ""tone"": ""入"", ""grade"": ""三"", ""openness"": null}","{""initial"": ""常"", ""rhyme"": ""東"", ""tone"": ""入"", ""grade"": ""三"", ""openness"": null}",1
境,ケイ,ケイ|キョウ,さかい,キョウ,さかい,きょうかい|きょうぐう|きょうち|こっきょう|さかい,◆他の所有者の土地と接するところ、区切り、同「竟」「疆」◆(限られた、特定の)ところ、場所、地域◆状態、状況、様子,土立日ノ丿Ｌ乚儿竟境,土,竟,33,3,11,14,jing,jing4,j,ing4,4,-ng,0,none,5,"[{""word"": ""境界"", ""kana"": ""きょうかい""}, {""word"": ""国境"", ""kana"": ""こっきょう""}, {""word"": ""境"", ""kana"": ""さかい""}, {""word"": ""境遇"", ""kana"": ""きょうぐう""}, {""word"": ""境地"", ""kana"": ""きょうち""}]",見,牙,全清,庚,梗,三,開,上,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""庚"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""見"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""開""}","{""initial"": ""見"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""開""}",1
墓,ボ,ボ|モ,はか,,はか,はか|はかまいり,◆はか、死者を埋葬(マイソウ)したところ、大きなものは「冢(塚、チョウ、つか)」,サ十２艹艹艹日䒤大旲莫土墓,土,莫,33,3,10,13,mu,mu4,m,u4,4,none,1,-k,2,"[{""word"": ""墓"", ""kana"": ""はか""}, {""word"": ""墓参り"", ""kana"": ""はかまいり""}]",明,脣,次濁,模,遇,,,去,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
