kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words
乍,サ,サ|ジャ,なが・ら,,,,◆急に、突然に◆「乍～乍～」、～するかと思えば急に～する、～であるかと思えば急に～である◆[日]なが・ら、～ではあるが、～しつつ、幾つかの動作を同時に行うことを指す,ノ丿一𠂉二Ｆ乍,丿,,14,1,4,5,zha,zha4,zh,a4,4,none,0,none,0,[]
乎,コ,コ|ゴ,か|や,,,,◆～か、文末に付いて疑問(～か?)・反問(～であるか?、～ではないだろうか)・推測(～であろうか)などの意を表す語、同「虖」◆～や、強調(～である)などの意を表す語、同「虖」、「断乎(ダンコ、断固、断じて～である)」「確乎(カッコ、确乎、確固、確かに～である)◆「ああ」「おう」などの感嘆の声、同「於」「𥾪」「𤚶」、「烏乎、烏呼(アア)」◆～で、～に、場所や状態を指す語、同「於」,ノ丿ソ丷乎,丿,,14,1,4,5,hu,hu1,h,u1,1,none,1,-k,0,[]
乏,ホウ,ホウ|ボウ,とぼ・しい,ボウ,とぼ・しい,きゅうぼう|けつぼう|とぼしい|びんぼう,◆貯(たくわ)えが底を突く、金や物や力が尽きる、同「匱」◆空(あ)く、空(から)になる◆矢を遮(さえぎ)る盾(たて)、また衝立(ついたて)¶「正」を左右に反転させた字で「本来の或いは普段・普通の状態や様子でない」の意,ノ丿え之乏,丿,之,14,1,3,4,fa,fa2,f,a2,2,none,1,-t,4,"[{""word"": ""窮乏"", ""kana"": ""きゅうぼう""}, {""word"": ""欠乏"", ""kana"": ""けつぼう""}, {""word"": ""乏しい"", ""kana"": ""とぼしい""}, {""word"": ""貧乏"", ""kana"": ""びんぼう""}]"
乕,コ,コ|ク,,,,,◆人名用字、同「虎」「𢁺」、「【金石文字辨異:卷七:虎:乕】漠衡方碑將繼南仲邵乕之軌」,ノ丿２𠂆二巾乕,丿,,14,1,6,7,hu,hu3,h,u3,3,none,0,none,0,[]
乖,カイ,カイ|ケ,そむ・く,,,,◆反対方向に離れて行く、「背骨のように中央を境にしてそれぞれ反対方向に向かう、離れて行く」の意◆背を向ける、背(そむ)く◆あるべき姿や道から外れる、また反している◆[俗](特に子供に対して)お利口な、賢(かしこ)い,ノ丿十千ヒ七𠤎匕北乖,丿,,14,1,7,8,guai,guai1,g,uai1,1,none,1,-k,0,[]
乗,ショウ,ショウ|ジョウ,の・る|の・せる,ジョウ,の・る|の・せる,いちばんのり|しじょう|じょうきゃく|じょうしゃ|とうじょう|のせる|のっとる|のりおくれる|のりかえ|のりかえる|のりきる|のりこえる|のりこし|のりこす|のりこむ|のりすごす|のりだす|のりもの|のる,◆高台(たかだい、周りからは一段と高く人や物が乗ることができるようなところ)に登(のぼ)る、馬や車・舟などの台(ダイ)に上(あ)がる◆(人が乗るための)馬や車・舟など(乗り物)◆よい機会を捕(と)らえ(上に乗って)これを利用する◆掛け算をする、掛け算◆車一台を馬四頭で引く馬車・兵車(ヘイシャ)、また広く乗り物を指す、同「𨍱」「𨌤」◆四つで一組になるもの、「【管子:卷一:乘馬】…一乘者四馬也…」◆史書、歴史書◆仏教の教えの一つ、「大乗」「小乗」,ノ丿十千木禾三乗,丿,,14,1,8,9,cheng,cheng2,ch,eng2,2,none,0,none,19,"[{""word"": ""乗る"", ""kana"": ""のる""}, {""word"": ""乗り換え"", ""kana"": ""のりかえ""}, {""word"": ""乗り換える"", ""kana"": ""のりかえる""}, {""word"": ""乗り物"", ""kana"": ""のりもの""}, {""word"": ""乗客"", ""kana"": ""じょうきゃく""}, {""word"": ""乗車"", ""kana"": ""じょうしゃ""}, {""word"": ""乗せる"", ""kana"": ""のせる""}, {""word"": ""乗り遅れる"", ""kana"": ""のりおくれる""}, {""word"": ""乗り越す"", ""kana"": ""のりこす""}, {""word"": ""乗り過ごす"", ""kana"": ""のりすごす""}]"
乘,ショウ,ショウ|ジョウ,の・る|の・せる,,,,◆高台(たかだい、周りからは一段と高く人や物が乗ることができるようなところ)に登(のぼ)る、馬や車・舟などの台(ダイ)に上(あ)がる◆(人が乗るための)馬や車・舟など(乗り物)◆よい機会を捕(と)らえ(上に乗って)これを利用する◆掛け算をする、掛け算◆車一台を馬四頭で引く馬車・兵車(ヘイシャ)、また広く乗り物を指す、同「𨍱」「𨌤」◆四つで一組になるもの、「【管子:卷一:乘馬】…一乘者四馬也…」◆史書、歴史書◆仏教の教えの一つ、「大乘」「小乘」,ノ丿十千ヒ七𠤎匕北乖木禾乘,丿,,14,1,9,10,cheng,cheng2,ch,eng2,2,none,0,none,0,[]
乙,イツ,イツ|オツ|オチ,きのと|おと,オツ,,こうおつ,◆きのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の二番目、「甲乙(コウオツ、一番目と二番目、順位や等級・優劣)」 ◆[日]幼い、若い、「乙女(おとめ)」◆おつ、部首名¶草木が地上に生え出ようとして体を曲げながら土を押し退けようとするさま(押さえ付けられていてまっすぐに伸びないさま)を象った字,乙,乙,,15,1,0,1,yi,yi3,y,i3,3,none,0,none,1,"[{""word"": ""甲乙"", ""kana"": ""こうおつ""}]"
九,キュウ,キュウ|ク,ここの・つ,,ここの・つ,ここのか|ここのつ,◆数の名、大写字(「一」は「壹」・「二」は「貳」のような大文字のこと)は「玖」 ◆数が多いさま、最も大きい数、最後の数◆最後まで行き着くさま、奥深いさま、同「究」,ノ丿⺄九,乙,丿,15,1,1,2,jiu,jiu3,j,iu3,3,none,0,none,2,"[{""word"": ""九日"", ""kana"": ""ここのか""}, {""word"": ""九つ"", ""kana"": ""ここのつ""}]"
乞,キツ,キツ|コツ,こ・う,,,,◆他人に物を請(こ)い求める,ノ丿一𠂉乙乞,乙,𠂉,15,1,2,3,qi,qi3,q,i3,3,none,0,none,0,[]
也,ヤ,ヤ,なり|や,,,,◆～なり、～である、句末に付けて断定・肯定を表す◆～や、～か?、～であろうか、句末に付けて疑問・疑義を表す◆～や～、～は～、前句を受け説明・解釈・強調などを表す、「【論語:學而】孝弟也者其爲仁之本與(孝弟なるものや仁の為る本か、親や年長者を敬うことは仁の根本であろう)」◆～また～、～も同様に～,せ也,乙,,15,1,2,3,ye,ye3,y,e3,3,none,0,none,0,[]
乢,ガイ,ガイ,たわ,,,,◆山裾(やますそ)が奥まったり突き出たりしているさま、山や崖の奥深くまで入り込んだところ、山の隈(くま)、同「𡴭」「圠」「𡴯」、「【正字通:寅集:山部:𡴮】古泰切音蓋亦作乢」◆[日]たわ、地名用字、姓用字,山Ｌ乚乢,山,乚,3h,3,1,4,gai,gai4,g,ai4,4,none,0,none,0,[]
乱,ラン,ラン,みだ・れる|みだ・す,ラン,みだ・れる|みだ・す,かきみだす|こんらん|はんらん|みだす|みだれる|らんぼう|らんよう,◆平穏でなくなる、均衡が失われ不安定になる、秩序がなくなる、ごちゃごちゃする、同「𢿢」◆ばらばらになる、脈絡(ミャクラク)がなくなる、訳が分からなくなる◆縺(もつ)れる、絡(から)み合う◆(乱れているものを)秩序ある状態にする、治(おさ)める、ごちゃごちゃしているものをすっきりさせる、同「𤔔」◆楽曲の纏(まと)めとなる最後の一章節,ノ丿十千口古舌Ｌ乚乙乱,乙,舌,15,1,6,7,luan,luan4,l,uan4,4,none,0,none,8,"[{""word"": ""乱暴"", ""kana"": ""らんぼう""}, {""word"": ""混乱"", ""kana"": ""こんらん""}, {""word"": ""乱れる"", ""kana"": ""みだれる""}, {""word"": ""掻き乱す"", ""kana"": ""かきみだす""}, {""word"": ""反乱/叛乱"", ""kana"": ""はんらん""}, {""word"": ""反乱/叛乱"", ""kana"": ""はんらん""}, {""word"": ""乱す"", ""kana"": ""みだす""}, {""word"": ""濫用/乱用"", ""kana"": ""らんよう""}]"
乳,ジュ,ジュ|ニュウ,ちち|ち,ニュウ,,ぎゅうにゅう,◆生まれたばかりの子を育てるために母親の体から分泌される液体、ミルクmilk、またそれに似た白くやや粘性のある液体、同「奶」「嬭」◆(母乳を必要とする)生まれたばかりの、幼い、小さい◆(乳状の)白い液体◆「乳房(ニュウボウ、ちぶさ)」「乳頭(ニュウトウ、ちくび)」の略、またそれに似た形のもの,ノ丿ツ⺍爪爫爫子孚Ｌ乚乳,乙,孚,15,1,7,8,ru,ru3,r,u3,3,none,0,none,1,"[{""word"": ""牛乳"", ""kana"": ""ぎゅうにゅう""}]"
乾,カン,カン|ケン|ゲン,かわ・く|かわ・かす|ほ・す|いぬい,カン,かわ・く|かわ・かす,かわかす|かわく|かんそう|かんぱい,◆いぬい、八卦(ハッカ、「乾・兌・離・震・巽・坎・艮・坤」)の一つ、方角は戌亥(いぬい、北西)、天・太陽・君(君主)・父・男性など強く盛んなものを象徴する ◆太陽が高く昇る◆(高く昇った太陽の)日差しに当たって水分が蒸発する、同簡「干」,十日早２𠦝ノ丿一𠂉乙乞乾,乙,10乾-乙,15,1,10,11,qian,qian2,q,ian2,2,none,0,none,4,"[{""word"": ""乾く"", ""kana"": ""かわく""}, {""word"": ""乾かす"", ""kana"": ""かわかす""}, {""word"": ""乾燥"", ""kana"": ""かんそう""}, {""word"": ""乾杯"", ""kana"": ""かんぱい""}]"
亀,キ,キ|キン|コン|キュウ|ク,かめ,キ,,きれつ,◆カメ(亀)、カメ目の動物の総称、同「𠃾」◆「亀兹(キュウジ、キジ)」、古国名、前3?世紀～11?世紀、現新疆ウイグル自治区庫車クチャ市一帯、同「𪚺兹」  ◆かめ、部首名,ク𠂊田２Ｌ乚甩亀,龜,,g2,11,0,11,gui,gui1,g,ui1,1,none,0,none,1,"[{""word"": ""亀裂"", ""kana"": ""きれつ""}]"
亂,ラン,ラン,みだ・れる|みだ・す,,,,◆平穏でなくなる、均衡が失われ不安定になる、秩序がなくなる、ごちゃごちゃする、同「𢿢」◆ばらばらになる、脈絡(ミャクラク)がなくなる、訳が分からなくなる◆縺(もつ)れる、絡(から)み合う◆(乱れているものを)秩序ある状態にする、治(おさ)める、ごちゃごちゃしているものをすっきりさせる、同「𤔔」◆楽曲の纏(まと)めとなる最後の一章節,ノ丿ツ⺍爪爫爫マ冂ム厶ヌ又𤔔Ｌ乚亂,乙,𤔔,15,1,12,13,luan,luan4,l,uan4,4,none,0,none,0,[]
亅,ケツ,ケツ|コチ,,,,,◆先端を「𠄌」とは逆向きに曲げた鉤(かぎ)◆はねぼう、部首名,亅,亅,,16,1,0,1,jue,jue2,j,ue2,2,none,1,-t,0,[]
了,リョウ,リョウ,,リョウ,,かんりょう|しゅうりょう|みりょう|りょうかい|りょうしょう,◆～し終わる、～し終える、完結する◆はっきりと分かる、はっきりしている、明らかなさま、同「瞭」◆全く、すっかり,フ乛亅了,亅,,16,1,1,2,le,le,l,e,0,none,1,-k,6,"[{""word"": ""完了"", ""kana"": ""かんりょう""}, {""word"": ""終了"", ""kana"": ""しゅうりょう""}, {""word"": ""修了"", ""kana"": ""しゅうりょう""}, {""word"": ""了解"", ""kana"": ""りょうかい""}, {""word"": ""魅了"", ""kana"": ""みりょう""}, {""word"": ""了承"", ""kana"": ""りょうしょう""}]"
予,ヨ,ヨ,あらかじ・め|かね・て,ヨ,あらかじ・め|かね・て,あらかじめ|かねて|てんきよほう|ゆうよ|よかん|よき|よげん|よこく|よさん|よしゅう|よせん|よそう|よそうがい|よそく|よてい|よび|よびこう|よほう|よぼう|よやく,◆我(われ)、自分を指す語、同「余」「吾」「我」◆与える、授ける、「賜予(シヨ)」◆前もって、同「豫」「預」◆余裕があるさま、ゆとりがあるさま、「猶予(ユウヨ)」,マ龴フ乛亅𠄐予,亅,,16,1,3,4,yu,yu3,y,u3,3,none,0,none,20,"[{""word"": ""天気予報"", ""kana"": ""てんきよほう""}, {""word"": ""予習"", ""kana"": ""よしゅう""}, {""word"": ""予定"", ""kana"": ""よてい""}, {""word"": ""予約"", ""kana"": ""よやく""}, {""word"": ""予算"", ""kana"": ""よさん""}, {""word"": ""予想"", ""kana"": ""よそう""}, {""word"": ""予想外"", ""kana"": ""よそうがい""}, {""word"": ""予測"", ""kana"": ""よそく""}, {""word"": ""予備校"", ""kana"": ""よびこう""}, {""word"": ""予期"", ""kana"": ""よき""}]"
争,ソウ,ソウ|ショウ,あらそ・う|いか・で|いか・でか,ソウ,あらそ・う,あらそい|あらそう|あらそって|きょうそう|せんそう|ふんそう|ろんそう,◆互いに自分の方へ取り合う、奪い合う、戦う◆言い合い優劣・正否を競う、議論する、同「訟」「諍」◆諌(いさ)める、非や過ちを正すよう意見する、同「諫」「諍」◆いか・で、いか・でか、どうして～,ク𠂊ヨ亅争,亅,,16,1,5,6,zheng,zheng1,zh,eng1,1,none,0,none,7,"[{""word"": ""競争"", ""kana"": ""きょうそう""}, {""word"": ""戦争"", ""kana"": ""せんそう""}, {""word"": ""争う"", ""kana"": ""あらそう""}, {""word"": ""争い"", ""kana"": ""あらそい""}, {""word"": ""争って"", ""kana"": ""あらそって""}, {""word"": ""紛争"", ""kana"": ""ふんそう""}, {""word"": ""論争"", ""kana"": ""ろんそう""}]"
亊,シ,シ|ジ|ズ,こと,,,,◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役割、業務や役目、「【說文解字:史部:事】職也」◆仕える、仕えて仕事や役目を果たす,一ソ丷ヨ亅亊,亅,,16,1,6,7,shi,shi4,sh,i4,4,none,1,-k,0,[]
事,シ,シ|ジ|ズ,こと,シ|ジ,こと,いちだいじ|かじ|かんじ|きじ|ぎじどう|ぎょうじ|けいじ|けんじ|こうじ|こと|ことがら|ことによると|さはんじ|しごと|しょくじ|しんぱいごと|じけん|じこ|じこう|じじつ|じじょう|じぜん|じたい|じむ|じむしょ|じゅうじ|じんしんじこ|じんじ|すいじ|だいじ|ちじ|できごと|なにごと|はんじ|ひゃっかじてん|ふしょうじ|ぶじ|へんじ|みごと|ものごと|もめごと|ようじ|りょうじかん,◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役割、業務や役目、「【說文解字:史部:事】職也」◆仕える、仕えて仕事や役目を果たす,一口ヨ亅事,亅,,16,1,7,8,shi,shi4,sh,i4,4,none,1,-k,44,"[{""word"": ""仕事"", ""kana"": ""しごと""}, {""word"": ""火事"", ""kana"": ""かじ""}, {""word"": ""家事"", ""kana"": ""かじ""}, {""word"": ""工事"", ""kana"": ""こうじ""}, {""word"": ""事"", ""kana"": ""こと""}, {""word"": ""事故"", ""kana"": ""じこ""}, {""word"": ""事項"", ""kana"": ""じこう""}, {""word"": ""事務所"", ""kana"": ""じむしょ""}, {""word"": ""食事"", ""kana"": ""しょくじ""}, {""word"": ""人事"", ""kana"": ""じんじ""}]"
二,ジ,ジ|ニ,ふた|ふた・つ,ニ,ふた|ふた・つ,あおにさい|にどと|はたち|はつか|ふたつ|ふたり|ふつか|まっぷたつ,◆数の名、(数の)一の次の数 ◆(二つに)分ける、分けて別々にする、対(ツイ、二つで一組になるもの)になる◆に、部首名¶別「𠄞」,二,二,,21,2,0,2,er,er4,,er4,4,none,0,none,8,"[{""word"": ""二十歳"", ""kana"": ""はたち""}, {""word"": ""二十日"", ""kana"": ""はつか""}, {""word"": ""二つ"", ""kana"": ""ふたつ""}, {""word"": ""二人"", ""kana"": ""ふたり""}, {""word"": ""二日"", ""kana"": ""ふつか""}, {""word"": ""二度と"", ""kana"": ""にどと""}, {""word"": ""青二才"", ""kana"": ""あおにさい""}, {""word"": ""真っ二つ"", ""kana"": ""まっぷたつ""}]"
